Sentence #,Word,ANM,NER
,##를,O,O
,고려한,O,O
,퇴직,O,O
,##연금,O,O
,기,O,O
,##금의,O,O
,투자가,O,O
,금융,O,O
,##시장,O,O
,전체를,O,O
,보호하고,O,O
,미국,O,O
,경제의,O,O
,지속,O,O
,##성을,O,O
,담보,O,O
,##하는,O,O
,효과가,O,O
,있는,O,O
,것으로,O,O
,분석했다,O,O
,[SEP],O,O
Sentence 3975,[CLS],O,O
,미국,O,O
,인터넷,O,O
,매체,O,O
,악,O,O
,##시오,O,O
,##스는,O,O
,소식,ANM-B,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,오바마,O,O
,전,O,O
,대통령의,O,O
,60,O,O
,##세,O,O
,생일,O,O
,##을,O,O
,기념,O,O
,##하는,O,O
,파티,O,O
,##가,O,O
,이번,O,O
,주말,O,O
,매,O,O
,##사,O,O
,##추,O,O
,##세,O,O
,##츠,O,O
,##주의,O,O
,고급,O,O
,휴양,O,O
,##지,O,O
,마,O,O
,##서스,O,O
,##비,O,O
,##니어,O,O
,##드,O,O
,섬,O,O
,##에서,O,O
,열린다,O,O
,##고,O,O
,전했다,O,O
,[SEP],O,O
Sentence 3976,[CLS],O,O
,미국,ANM-B,ETC-B
,특수,ANM-I,ETC-I
,##부대,ANM-I,ETC-I
,##의,ANM-I,ETC-I
,통,ANM-I,ETC-I
,##역사,ANM-I,ETC-I
,##로,ANM-I,ETC-I
,일,ANM-I,ETC-I
,##한,ANM-I,ETC-I
,마이크,ANM-I,PER-B
,(,ANM-I,O
,가,ANM-I,O
,##명,ANM-I,O
,),ANM-I,O
,는,O,O
,[UNK],O,O
,미군,O,O
,##을,O,O
,위해,O,O
,많은,O,O
,것을,O,O
,희생,O,O
,##했는데,O,O
,결국,O,O
,버려,O,O
,##졌다는,O,O
,사실을,O,O
,믿을,O,O
,수가,O,O
,없다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 3977,[CLS],O,O
,미국,ANM-B,LOC-B
,쪽,ANM-I,FLD-B
,소식,ANM-I,PER-B
,##통,ANM-I,PER-I
,##들은,ANM-I,NUM-B
,코로나19,O,O
,상황을,O,O
,시,O,O
,주,O,O
,##석이,O,O
,정상회담,O,O
,제안,O,O
,##에,O,O
,응,O,O
,##하지,O,O
,않은,O,O
,첫,O,O
,번째,O,O
,이유로,O,O
,꼽,O,O
,##고,O,O
,있다,O,O
,[SEP],O,O
Sentence 3978,[CLS],O,O
,미국,O,O
,정치,O,O
,##전문,O,O
,##매,O,O
,##체,O,O
,폴리,O,O
,##티,O,O
,##코는,O,O
,4일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,소식,ANM-B,PER-B
,##통의,ANM-I,PER-I
,말을,O,O
,인용,O,O
,##해,O,O
,연,O,O
,##내,O,O
,이뤄,O,O
,##질,O,O
,미,O,O
,[UNK],O,O
,중,O,O
,정상회담,O,O
,##에서,O,O
,영,O,O
,##사,O,O
,##관,O,O
,운영,O,O
,재개,O,O
,##와,O,O
,비자,O,O
,발급,O,O
,제한,O,O
,완화,O,O
,##에,O,O
,대한,O,O
,합의,O,O
,##가,O,O
,발표,O,O
,##될,O,O
,수,O,O
,있다고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 3979,[CLS],O,O
,미국,O,O
,정부는,O,O
,현재,O,O
,쿠,O,O
,##데,O,O
,##타를,O,O
,일으킨,O,O
,미,O,O
,##얀,O,O
,##마,O,O
,군,O,O
,##부,O,O
,##나,O,O
,구,O,O
,##금,O,O
,##된,O,O
,아,O,O
,##웅,O,O
,##산,O,O
,수지,O,O
,국가,O,O
,##고,O,O
,##문,O,O
,",",O,O
,윈,O,O
,##민,O,O
,대통령,O,O
,등,O,O
,미,O,O
,##얀,O,O
,##마,O,O
,정부,O,O
,측,O,O
,인사,O,O
,##들과,O,O
,직접적인,O,O
,접촉,O,O
,##은,O,O
,하지,O,O
,않고,O,O
,있다고,O,O
,이,ANM-B,O
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,설명했다,O,O
,[SEP],O,O
Sentence 3980,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,인터넷,O,O
,##매,O,O
,##체,O,O
,악,O,O
,##시오,O,O
,##스에,O,O
,[UNK],O,O
,이란,O,O
,새,O,O
,정부가,O,O
,구성,O,O
,##되기,O,O
,전에,O,O
,합의,O,O
,##가,O,O
,이뤄,O,O
,##지지,O,O
,않으면,O,O
,(,O,O
,협상,O,O
,##에서,O,O
,),O,O
,얼마나,O,O
,성과,O,O
,##가,O,O
,날,O,O
,것인지,O,O
,심각한,O,O
,의문이,O,O
,제기,O,O
,##될,O,O
,것,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,시간이,O,O
,무기,O,O
,##한,O,O
,있는,O,O
,게,O,O
,아니다,O,O
,[UNK],O,O
,라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 3981,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,연합,O,O
,##뉴스,O,O
,##의,O,O
,서면,O,O
,##질의,O,O
,##에,O,O
,[UNK],O,O
,우리는,O,O
,이,O,O
,보도,O,O
,##를,O,O
,알고,O,O
,있다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,최근,O,O
,발사,O,O
,##의,O,O
,구체적인,O,O
,성격을,O,O
,확인하기,O,O
,위해,O,O
,노력,O,O
,중이,O,O
,##며,O,O
,동맹,O,O
,##들과,O,O
,긴,O,O
,##밀히,O,O
,협의,O,O
,##하고,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 3982,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,북한,O,O
,화성,O,O
,-,O,O
,8,O,O
,##형의,O,O
,시험,O,O
,발사,O,O
,##에,O,O
,대해,O,O
,[UNK],O,O
,최근,O,O
,발사,O,O
,##의,O,O
,구체적,O,O
,성격,O,O
,확인을,O,O
,위해,O,O
,노력,O,O
,중이,O,O
,##며,O,O
,우리는,O,O
,새로운,O,O
,능력,O,O
,##에,O,O
,대한,O,O
,어떠한,O,O
,보도,O,O
,##도,O,O
,심각하게,O,O
,받아들,O,O
,##인다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3983,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,##당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,이날,O,O
,스위스,O,O
,취,O,O
,##리,O,O
,##히,O,O
,##에서,O,O
,열린,O,O
,제이,O,O
,##크,O,O
,설,O,O
,##리,O,O
,##번,O,O
,백악,O,O
,##관,O,O
,국가,O,O
,##안보,O,O
,##보,O,O
,##좌,O,O
,##관과,O,O
,양,O,O
,##제,O,O
,##츠,O,O
,중국,O,O
,외교,O,O
,##담당,O,O
,정치,O,O
,##국,O,O
,##원의,O,O
,회담,O,O
,뒤,O,O
,언론,O,O
,브리,O,O
,##핑,O,O
,##에서,O,O
,[UNK],O,O
,양,O,O
,정상,O,O
,##이,O,O
,연,O,O
,##내에,O,O
,화상,O,O
,방식으로,O,O
,정상회담,O,O
,##을,O,O
,갖,O,O
,##기로,O,O
,원칙,O,O
,##적인,O,O
,합의를,O,O
,했다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3984,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,취재,O,O
,##진과,O,O
,##의,O,O
,전화,O,O
,회,O,O
,##견,O,O
,##에서,O,O
,g,O,O
,##7,O,O
,정상,O,O
,##회의,O,O
,논의,O,O
,진행,O,O
,상황을,O,O
,설명,O,O
,##하면서,O,O
,중국과,O,O
,관련해,O,O
,[UNK],O,O
,인권,O,O
,탄,O,O
,##압,O,O
,##과,O,O
,우리의,O,O
,공유,O,O
,##된,O,O
,가치를,O,O
,불러일으,O,O
,##키는,O,O
,근본적인,O,O
,자유,O,O
,##에,O,O
,대한,O,O
,침해,O,O
,##를,O,O
,언급,O,O
,##하려는,O,O
,의지,O,O
,##의,O,O
,측면에서,O,O
,##는,O,O
,만,O,O
,##장,O,O
,##일,O,O
,##치가,O,O
,있었다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 3985,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,이날,O,O
,한,O,O
,[UNK],O,O
,미,O,O
,[UNK],O,O
,일,O,O
,안보,O,O
,##실장,O,O
,회의,O,O
,관련,O,O
,전화,O,O
,브리,O,O
,##핑,O,O
,##에서,O,O
,[UNK],O,O
,싱가포르,O,O
,합의,O,O
,##의,O,O
,중요성을,O,O
,이해,O,O
,##한다,O,O
,[UNK],O,O
,면,O,O
,##서,O,O
,[UNK],O,O
,우리는,O,O
,앞으로,O,O
,며칠,O,O
,안에,O,O
,그에,O,O
,대해,O,O
,더,O,O
,말할,O,O
,게,O,O
,있을,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3986,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,이날,O,O
,i,O,O
,##ae,O,O
,##a,O,O
,분석,O,O
,##에,O,O
,대해,O,O
,[UNK],O,O
,이,O,O
,보고서,O,O
,##는,O,O
,한반도,O,O
,##의,O,O
,완전한,O,O
,비핵,O,O
,##화를,O,O
,달성,O,O
,##할,O,O
,수,O,O
,있도록,O,O
,대화,O,O
,##와,O,O
,외교,O,O
,##의,O,O
,긴급,O,O
,##한,O,O
,필요성을,O,O
,강조한,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3987,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,이날,O,O
,i,O,O
,##ae,O,O
,##a,O,O
,분석,O,O
,##에,O,O
,대해,O,O
,[UNK],O,O
,이,O,O
,보고서,O,O
,##는,O,O
,우리가,O,O
,한반도,O,O
,##의,O,O
,완전한,O,O
,비핵,O,O
,##화를,O,O
,달성,O,O
,##할,O,O
,수,O,O
,있도록,O,O
,대화,O,O
,##와,O,O
,외교,O,O
,##의,O,O
,긴급,O,O
,##한,O,O
,필요성을,O,O
,강조한,O,O
,##다,O,O
,[UNK],O,O
,고,O,O
,연합,O,O
,##뉴스,O,O
,##에,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3988,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,셔,O,O
,##먼,O,O
,부장,O,O
,##관이,O,O
,아시아,O,O
,순,O,O
,##방,O,O
,마지막에,O,O
,중국,O,O
,방문,O,O
,일정을,O,O
,추가,O,O
,##할,O,O
,가능성이,O,O
,여전히,O,O
,남아,O,O
,있다고,O,O
,말한,O,O
,것으로,O,O
,전해졌다,O,O
,[SEP],O,O
Sentence 3989,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,b,O,O
,##3,O,O
,##w,O,O
,##에,O,O
,대해,O,O
,[UNK],O,O
,이것은,O,O
,단지,O,O
,중국과,O,O
,충돌,O,O
,##하거나,O,O
,대응,O,O
,##하는,O,O
,것만,O,O
,##이,O,O
,아니다,O,O
,[UNK],O,O
,라면,O,O
,##서,O,O
,[UNK],O,O
,지금까지,O,O
,우리는,O,O
,우리의,O,O
,가치,O,O
,##와,O,O
,기준,O,O
,",",O,O
,업무,O,O
,##방식을,O,O
,반영,O,O
,##하기,O,O
,위한,O,O
,긍정적,O,O
,대안,O,O
,##을,O,O
,제시,O,O
,##하지,O,O
,못했다,O,O
,[UNK],O,O
,고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 3990,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,27일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,한국이,O,O
,11월,O,O
,한,O,O
,[UNK],O,O
,일,O,O
,군사,O,O
,##정보,O,O
,##보호,O,O
,##협정,O,O
,(,O,O
,gs,O,O
,##om,O,O
,##ia,O,O
,),O,O
,의,O,O
,효,O,O
,##력이,O,O
,실제로,O,O
,종료,O,O
,##되기,O,O
,전,O,O
,생각을,O,O
,바꾸,O,O
,##기를,O,O
,바란다고,O,O
,말했다,O,O
,##고,O,O
,af,O,O
,##p,O,O
,##통신,O,O
,##이,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 3991,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,24일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,전화,O,O
,브리,O,O
,##핑,O,O
,##에서,O,O
,셔,O,O
,##먼,O,O
,부장,O,O
,##관이,O,O
,25일,O,O
,##중국,O,O
,##을,O,O
,방문,O,O
,##하며,O,O
,",",O,O
,26일,O,O
,톈,O,O
,##진,O,O
,(,O,O
,[UNK],O,O
,[UNK],O,O
,),O,O
,에서,O,O
,셰,O,O
,##펑,O,O
,부부,O,O
,##장,O,O
,및,O,O
,왕이,O,O
,외교,O,O
,##부장,O,O
,##과,O,O
,순,O,O
,##차,O,O
,회담,O,O
,##을,O,O
,한다고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3992,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,24일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,전화,O,O
,브리,O,O
,##핑,O,O
,##에서,O,O
,셔,O,O
,##먼,O,O
,부장,O,O
,##관이,O,O
,25일,O,O
,한국과,O,O
,일본,O,O
,",",O,O
,몽골,O,O
,순,O,O
,##방,O,O
,일정을,O,O
,마치고,O,O
,중국을,O,O
,방문,O,O
,##하며,O,O
,",",O,O
,26일,O,O
,톈,O,O
,##진,O,O
,(,O,O
,[UNK],O,O
,[UNK],O,O
,),O,O
,에서,O,O
,셰,O,O
,##펑,O,O
,부부,O,O
,##장,O,O
,및,O,O
,왕이,O,O
,외교,O,O
,##부장,O,O
,##과,O,O
,순,O,O
,##차,O,O
,회담,O,O
,##을,O,O
,한다고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3993,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,24일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,도,O,O
,##널드,O,O
,트럼프,O,O
,미국,O,O
,대통령이,O,O
,방한,O,O
,기간,O,O
,중,O,O
,김정은,O,O
,북한,O,O
,국무,O,O
,##위원장,O,O
,##과,O,O
,만날,O,O
,계획은,O,O
,없다고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3994,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,1일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,도,O,O
,##널드,O,O
,트럼프,O,O
,전,O,O
,미국,O,O
,대통령과,O,O
,김정은,O,O
,북한,O,O
,국무,O,O
,##위원장,O,O
,##이,O,O
,서명,O,O
,##한,O,O
,[UNK],O,O
,싱가포르,O,O
,합의,O,O
,[UNK],O,O
,의,O,O
,중요성을,O,O
,이해,O,O
,##한다고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3995,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,이것은,O,O
,단지,O,O
,중국과,O,O
,충돌,O,O
,##하거나,O,O
,대응,O,O
,##하는,O,O
,것만,O,O
,##은,O,O
,아니다,O,O
,[UNK],O,O
,라면,O,O
,##서,O,O
,[UNK],O,O
,이것은,O,O
,세계를,O,O
,위해,O,O
,긍정적인,O,O
,비전,O,O
,##을,O,O
,제공하는,O,O
,것에,O,O
,관한,O,O
,것,O,O
,[UNK],O,O
,이라고,O,O
,말했다,O,O
,[SEP],O,O
Sentence 3996,[CLS],O,O
,미국,ANM-B,ORG-B
,정부,ANM-I,ORG-I
,고위,ANM-I,PER-B
,당,ANM-I,PER-I
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,[UNK],O,O
,나,O,O
,##토가,O,O
,중국의,O,O
,사이버,O,O
,행위를,O,O
,규,O,O
,##탄,O,O
,##한,O,O
,것은,O,O
,이번이,O,O
,처음,O,O
,[UNK],O,O
,이라,O,O
,##면서,O,O
,[UNK],O,O
,한번,O,O
,##의,O,O
,행위,O,O
,",",O,O
,한,O,O
,국가의,O,O
,행동,O,O
,##으로는,O,O
,사이버,O,O
,##공간,O,O
,##에서,O,O
,중국의,O,O
,행위를,O,O
,바꿀,O,O
,수,O,O
,없다,O,O
,[UNK],O,O
,고,O,O
,강조했다,O,O
,[SEP],O,O
Sentence 3997,[CLS],O,O
,미국,ANM-B,ETC-B
,정부,ANM-I,ETC-I
,고문,ANM-I,ETC-I
,##이라고,ANM-I,ETC-I
,밝힌,ANM-I,ETC-I
,익,ANM-I,O
,##명의,ANM-I,O
,관계자는,ANM-I,PER-B
,로,O,O
,##이터,O,O
,통신,O,O
,##에,O,O
,[UNK],O,O
,인간의,O,O
,가장,O,O
,크고,O,O
,다양한,O,O
,유전자,O,O
,정보,O,O
,(,O,O
,게,O,O
,##놈,O,O
,),O,O
,에,O,O
,접근,O,O
,##하는,O,O
,것은,O,O
,전략적,O,O
,##으로,O,O
,중요한,O,O
,부분,O,O
,[UNK],O,O
,이라,O,O
,##며,O,O
,[UNK],O,O
,이,O,O
,기술은,O,O
,중국이,O,O
,세계,O,O
,의약,O,O
,##품을,O,O
,장악,O,O
,##하도록,O,O
,촉진,O,O
,##할,O,O
,수,O,O
,있고,O,O
,",",O,O
,잠재,O,O
,##적으로는,O,O
,유전,O,O
,##적으로,O,O
,강화,O,O
,##된,O,O
,군인,O,O
,또는,O,O
,미국,O,O
,인구,O,O
,##나,O,O
,식량,O,O
,공급을,O,O
,겨냥,O,O
,##하기,O,O
,위해,O,O
,조작,O,O
,##된,O,O
,병원,O,O
,##균,O,O
,##으로,O,O
,이어질,O,O
,수,O,O
,있다,O,O
,[UNK],O,O
,고,O,O
,밝혔다,O,O
,[SEP],O,O
Sentence 3998,[CLS],O,O
,미국,ANM-B,ORG-B
,정보,ANM-I,ORG-I
,당,ANM-I,PER-B
,##국,ANM-I,PER-I
,##자는,ANM-I,PER-I
,지난,O,O
,9월,O,O
,시리아,O,O
,##에서,O,O
,성,O,O
,##전에,O,O
,참가,O,O
,##학,O,O
,##고,O,O
,있는,O,O
,외국인,O,O
,전사,O,O
,##들은,O,O
,서방,O,O
,##인,O,O
,200,O,O
,##0,O,O
,##명을,O,O
,포함해,O,O
,약,O,O
,1만,O,O
,##500,O,O
,##0,O,O
,##명에,O,O
,이른다,O,O
,##고,O,O
,af,O,O
,##p,O,O
,##통신,O,O
,##이,O,O
,전,O,O
,##한,O,O
,바,O,O
,있다,O,O
,[SEP],O,O
Sentence 3999,[CLS],O,O
,미국,O,O
,일,O,O
,##간,O,O
,뉴욕,O,O
,##타임,O,O
,##스,O,O
,(,O,O
,n,O,O
,##y,O,O
,##t,O,O
,),O,O
,는,O,O
,이날,O,O
,복수,ANM-B,NUM-B
,##의,ANM-I,NUM-I
,익,ANM-I,O
,##명,ANM-I,O
,소식,ANM-I,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,이같이,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4000,[CLS],O,O
,미국,O,O
,일,O,O
,##간,O,O
,[UNK],O,O
,us,O,O
,##a,O,O
,##투,O,O
,##데이,O,O
,[UNK],O,O
,가,O,O
,익,ANM-B,WHY-B
,##명을,ANM-I,WHY-I
,요구,ANM-I,WHY-I
,##한,ANM-I,WHY-I
,피,ANM-I,FLD-B
,##겨,ANM-I,FLD-I
,##계,ANM-I,FLD-I
,고위,ANM-I,PER-B
,##관계,ANM-I,PER-I
,##자의,ANM-I,PER-I
,[UNK],O,O
,여자,O,O
,피,O,O
,##겨,O,O
,싱글,O,O
,심판,O,O
,##진의,O,O
,구성이,O,O
,(,O,O
,올림픽,O,O
,금메달,O,O
,##리스트,O,O
,##인,O,O
,),O,O
,러시아의,O,O
,아,O,O
,##델,O,O
,##리나,O,O
,소,O,O
,##트,O,O
,##니,O,O
,##코,O,O
,##바에,O,O
,##게,O,O
,유리,O,O
,##하게,O,O
,돼,O,O
,있었다,O,O
,[UNK],O,O
,며,O,O
,[UNK],O,O
,이것이,O,O
,러시아의,O,O
,힘,O,O
,[UNK],O,O
,이라고,O,O
,지적,O,O
,##한,O,O
,발언을,O,O
,22일,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4001,[CLS],O,O
,미국,O,O
,온라인,O,O
,매체,O,O
,##인,O,O
,워싱턴,O,O
,프리,O,O
,##비,O,O
,##컨,O,O
,##은,O,O
,앞서,O,O
,지난,O,O
,13일,O,O
,익,ANM-B,WHY-B
,##명을,ANM-I,WHY-I
,요구,ANM-I,WHY-I
,##한,ANM-I,WHY-I
,미국,ANM-I,ORG-B
,국방부,ANM-I,ORG-I
,관계자,ANM-I,PER-B
,##를,O,O
,인용,O,O
,##해,O,O
,이번,O,O
,실험,O,O
,##이,O,O
,지난,O,O
,9일,O,O
,실시,O,O
,##됐으며,O,O
,펜,O,O
,##타,O,O
,##곤,O,O
,##은,O,O
,이번에,O,O
,실험,O,O
,##된,O,O
,비행,O,O
,##체를,O,O
,신형,O,O
,극,O,O
,##초,O,O
,##음,O,O
,##속,O,O
,무기,O,O
,##로,O,O
,판단,O,O
,##하고,O,O
,[UNK],O,O
,w,O,O
,##u,O,O
,-,O,O
,14,O,O
,[UNK],O,O
,로,O,O
,명,O,O
,##명,O,O
,##했다고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4002,[CLS],O,O
,미국,O,O
,연예,O,O
,##전문,O,O
,##매,O,O
,##체,O,O
,t,O,O
,##m,O,O
,##z,O,O
,##는,O,O
,21일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,우,ANM-B,ETC-B
,##즈의,ANM-I,ETC-I
,사고,ANM-I,ETC-I
,차량을,ANM-I,ETC-I
,조사,ANM-I,ETC-I
,##하고,ANM-I,ETC-I
,있는,ANM-I,ETC-I
,la,ANM-I,ETC-I
,##카,ANM-I,ETC-I
,##운,ANM-I,ETC-I
,##티,ANM-I,ETC-I
,보안,ANM-I,ETC-I
,##관,ANM-I,ETC-I
,##실,ANM-I,ETC-I
,등,ANM-I,ETC-I
,소식,ANM-I,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,[UNK],O,O
,차량,O,O
,##과,O,O
,사고,O,O
,현장,O,O
,",",O,O
,블랙박스,O,O
,데이터를,O,O
,중심으로,O,O
,많은,O,O
,증거,O,O
,##물을,O,O
,살펴보,O,O
,##는,O,O
,가운데,O,O
,몇,O,O
,가지,O,O
,문제가,O,O
,있다는,O,O
,증거,O,O
,##를,O,O
,찾아,O,O
,##냈다,O,O
,[UNK],O,O
,고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4003,[CLS],O,O
,미국,O,O
,연예,O,O
,##매,O,O
,##체,O,O
,t,O,O
,##m,O,O
,##z,O,O
,등은,O,O
,27일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,경찰,ANM-B,ORG-B
,소식,ANM-I,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,비,O,O
,##욘,O,O
,##세의,O,O
,매니,O,O
,##지,O,O
,##먼트,O,O
,##사,O,O
,파크,O,O
,##우드,O,O
,엔,O,O
,##터테인먼트,O,O
,##가,O,O
,임대,O,O
,##한,O,O
,로스,O,O
,##앤,O,O
,##젤,O,O
,##레스,O,O
,(,O,O
,la,O,O
,),O,O
,창고,O,O
,3,O,O
,##곳에,O,O
,두,O,O
,차례,O,O
,도둑,O,O
,##이,O,O
,들었다,O,O
,##고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4004,[CLS],O,O
,미국,O,O
,연방,O,O
,하원,O,O
,의원,O,O
,##들이,O,O
,7월,O,O
,전후,O,O
,##로,O,O
,방한,O,O
,##할,O,O
,예정이라고,O,O
,복수,ANM-B,NUM-B
,##의,ANM-I,NUM-I
,외교,ANM-I,PER-B
,소식,ANM-I,PER-I
,##통이,ANM-I,PER-I
,26일,O,O
,전했다,O,O
,[SEP],O,O
Sentence 4005,[CLS],O,O
,미국,O,O
,언론,O,O
,데일리,O,O
,##비스,O,O
,##트는,O,O
,28일,O,O
,(,O,O
,현지시간,O,O
,),O,O
,트럼프,ANM-B,ETC-B
,대통령과,ANM-I,ETC-I
,가까운,ANM-I,ETC-I
,소식,ANM-I,PER-B
,##통의,ANM-I,PER-I
,말을,O,O
,인용,O,O
,##해,O,O
,트럼프,O,O
,대통령이,O,O
,바이,O,O
,##든,O,O
,당선,O,O
,##자의,O,O
,취임,O,O
,##식이,O,O
,열리는,O,O
,2021년,O,O
,1월,O,O
,20일,O,O
,주간,O,O
,##에,O,O
,자신의,O,O
,202,O,O
,##4,O,O
,대선,O,O
,캠페인,O,O
,활동을,O,O
,시작하는,O,O
,방안을,O,O
,고려,O,O
,##하고,O,O
,있다고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4006,[CLS],O,O
,미국,O,O
,스포츠,O,O
,##매,O,O
,##체,O,O
,es,O,O
,##p,O,O
,##n,O,O
,##은,O,O
,경찰,ANM-B,ORG-B
,소식,ANM-I,PER-B
,##통을,ANM-I,PER-I
,인용,O,O
,##해,O,O
,[UNK],O,O
,우,O,O
,##즈의,O,O
,부상,O,O
,##은,O,O
,생명을,O,O
,위협,O,O
,##할,O,O
,정도는,O,O
,아니다,O,O
,[UNK],O,O
,라고,O,O
,보도했다,O,O
,[SEP],O,O
Sentence 4007,[CLS],O,O
,미국,O,O
,스포츠,O,O
,전문,O,O
,##채널,O,O
,es,O,O
,##p,O,O
,##n,O,O
,##은,O,O
,8일,O,O
,(,O,O
,한국,O,O
,##시간,O,O
,),O,O
,소식,ANM-B,PER-B
,##통을,ANM-I,PER-I
